cityEnglishName,01-24,01-25,01-26,01-27,01-28,01-29,01-30,01-31,02-01,02-02,02-03,02-04,02-05,02-06,02-07,02-08,02-09,02-10,02-11,02-12,02-13,02-14,02-15,02-16,02-17,02-18,02-19,02-20,02-21,02-22,02-23,02-24,02-25,02-26,02-27,02-28,02-29,03-01,03-02,03-03,03-04,03-05,03-06,03-07,03-08,03-09,03-10,03-11,03-12,03-13,03-14,03-15,03-16,03-17,03-18,03-19,03-20,03-21,03-22,03-23,03-24,03-25,03-26,03-27,03-28,03-29,03-30,03-31,04-01,04-02,04-03,04-04,04-05,04-06,04-07,04-08,04-09,04-10,04-11,04-12,04-13,04-14,04-15,04-16,04-17,04-18,04-19,04-20,04-21,04-22,04-23,04-24,04-25,04-26,04-27,04-28,04-29,04-30,05-01,05-02,05-03,05-04,05-05,05-06,05-07
Ulanqab,,,,,,,,1.8,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,3.0,,,3.0,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0
Urumqi,,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,10.0,12.0,12.0,15.0,18.0,19.0,20.0,20.0,20.0,20.0,20.8,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanning,1.5,3.8,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.75,11.0,11.0,11.0,11.230769230769232,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,13.0,13.0,13.0,,,13.0,,,,13.0,,,,13.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wansheng District,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Weifang,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,10.0,13.0,13.833333333333336,15.8,21.0,27.0,29.8,35.09090909090909,37.0,37.857142857142854,38.0,39.125,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,44.0,44.0,,44.0,44.0,44.0,44.0,44.0,,44.0,44.0,44.0,,,44.0,44.0,,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,44.0,,44.0,44.0,44.0,,44.0,44.0,,,,44.0,,,44.0,,44.0,,44.0,44.0,,,,44.0,,44.0,
Weihai,1.7777777777777777,2.8,4.0,8.6,10.0,11.2,14.0,19.0,24.0,24.0,25.0,25.0,26.8,28.33333333333333,30.714285714285715,32.4,34.0,35.0,36.714285714285715,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,38.0,38.0,,38.0,38.0,38.0,38.0,38.0,,38.0,38.0,38.0,,,38.0,38.0,,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,38.0,,38.0,38.0,38.0,,38.0,38.0,,,,38.0,,,38.0,,38.0,,38.0,38.0,,,,38.0,,38.0,
Weinan,,,,1.0,3.0,3.0,3.6666666666666665,4.5,5.0,5.0,6.0,6.0,8.25,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,15.0,15.0,15.0,,15.0,,15.0,15.0,15.0,,,,15.0,15.0,15.0,,15.0,15.0,,,15.0,15.0,15.0,,,,,,15.0,,15.0,15.0,,15.0,,,,,15.0,,,,15.0,,15.0,,,,15.0,15.0,,,15.0,,,15.0,,,15.0,15.0,15.0,15.0,,15.0,15.0
Wenchang,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0769230769230766,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,,3.0,,,,3.0,,,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenshan,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,2.0,2.0,2.0,,,,,,,,,2.0,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,,2.0,2.0,,2.0,,2.0,,,,,2.0,2.0,2.0,,,,,,,,,,,
Wenzhou,6.0,8.0,9.666666666666666,25.0,60.0,114.0,172.0,227.0,237.5,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,479.6,488.71428571428567,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,,504.0,504.0,504.0,504.0,,504.0,505.0,506.0,507.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,,504.0,504.0,504.0,504.0,504.0,,504.0,,504.0,504.0,504.0,504.0,504.0,504.0,,504.0,504.0,504.0,504.0,504.0,504.0,504.0,,,504.0,,
Wuhai,,,,,,,,,,,1.0,1.0,1.75,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,2.0,,,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0
Wuhan,495.0,563.4444444444445,610.3333333333334,690.7272727272727,1590.0,1905.0,2108.428571428572,2639.0,3215.0,4109.0,5142.0,6384.0,8351.0,9969.833333333334,11618.0,13603.0,14809.625,16902.0,18454.0,19558.0,31074.571428571428,35991.0,37914.0,39462.0,40814.0,42752.0,44284.307692307695,45027.0,45346.0,45590.22222222222,46123.714285714275,46471.66666666666,47071.0,47394.75,47824.0,48137.0,48557.0,49122.0,49250.66666666666,49398.25,49540.0,49671.0,49755.0,49871.0,49912.0,49948.0,49965.0,49973.66666666666,49986.0,49991.0,49995.0,49997.0,50003.0,50003.66666666666,50004.75,50005.0,50005.0,50005.0,50005.0,50005.0,50006.0,50006.0,50006.0,50006.0,50006.0,50006.0,50006.0,50006.0,50007.0,50007.0,50007.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50008.0,50251.75,50333.0,50333.0,50333.0,50333.0,50333.0,50333.0,50333.0,50333.0,50333.0,50333.0,,,,,,,,,,
Wuhu,,1.0,2.0,6.0,9.0,11.0,14.0,14.0,14.625,16.0,16.0,21.0,22.714285714285715,26.0,27.0,29.0,29.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
Wuqing District,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,,,2.0,2.0,,2.0,,,2.0,,,,,2.0,,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,2.0,,,,
Wuxi,1.0,1.0,1.5,3.6,6.0,9.0,10.0,12.0,13.0,19.0,23.0,25.0,25.857142857142854,28.0,31.0,34.0,38.0,41.0,45.0,48.0,48.8,51.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,,55.0,55.0,,55.0,,,,,,,55.0,55.0,55.0,55.0,55.0,55.0,,55.0,55.0,55.0,,55.0,55.0,,55.0,,,,,55.0,55.0,55.0,,55.0,55.0,,55.0,,,,55.0,55.0,,55.0,,,,,55.0,55.0,55.0,,,,,,55.0
Wuzhong,,,,,2.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,,8.0,9.0,9.0,10.0,13.0,15.0,19.0,20.5,25.0,27.0,,27.0,27.0,28.0,28.0,28.0,,28.0,28.0,28.0,28.0,28.0,,28.0,,28.0,,28.0,,28.0,,,,,28.0,,,28.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wuzhou,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xi'an,2.0,3.8333333333333335,8.0,10.0,15.0,18.0,20.666666666666668,27.0,39.0,47.0,55.0,58.33333333333334,70.0,74.0,80.0,88.0,96.0,98.0,104.0,110.0,113.33333333333331,114.0,114.0,114.0,117.0,117.0,118.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,120.0,120.0,120.0,,120.0,,120.0,120.0,120.0,,,,120.0,120.0,120.0,,120.0,120.0,,,120.0,120.0,120.0,,,,,,120.0,,120.0,120.0,,120.0,,,,,120.0,,,,120.0,,120.0,,,,120.0,120.0,,,120.0,,,120.0,,,120.0,120.0,120.0,120.0,,120.0,120.0
Xiamen,2.6666666666666665,3.0,3.8,4.0,5.0,6.0,7.0,11.0,17.0,17.5,19.0,20.0,20.5,21.0,23.0,25.0,25.0,28.0,31.0,32.0,33.333333333333336,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,,,,,,,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,35.0,35.0,,35.0,35.0,,,,35.0,35.0,35.0,,,,,,35.0
Xiangtan,1.0,1.5,2.5,3.6666666666666665,6.0,8.0,9.0,10.0,13.0,16.0,19.0,21.0,23.0,24.0,25.0,28.0,28.0,31.0,32.0,32.0,32.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,
Xiangxi,,,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.571428571428571,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,
Xiangyang,,1.0,5.166666666666667,23.272727272727273,70.0,131.0,149.28571428571428,286.0,347.0,441.0,548.0,632.0,735.0,782.6666666666665,838.0,907.0,977.875,1019.0,1063.0,1088.0,1099.142857142857,1111.0,1128.0,1144.0,1152.8,1163.0,1164.8461538461538,1167.0,1169.5714285714287,1172.3333333333333,1173.0,1173.6666666666667,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,1175.0,,,,,,,,,,
Xianning,,,43.0,54.45454545454545,91.0,112.0,122.28571428571428,166.0,206.0,246.0,296.0,348.0,384.0,397.75,443.0,476.0,490.875,507.0,515.0,525.0,532.7142857142857,732.0,840.0,852.0,859.2,868.0,834.7692307692308,766.0,766.0,820.4444444444445,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,836.0,,,,,,,,,,
Xiantao,2.0,7.333333333333332,10.833333333333336,11.636363636363635,27.0,32.0,45.14285714285714,90.0,97.0,140.0,169.0,188.0,225.0,261.6666666666667,307.0,359.0,376.5,416.0,438.0,460.0,477.1428571428572,500.0,514.0,523.0,529.4,544.0,560.6153846153846,567.0,567.8571428571429,570.3333333333334,571.0,572.3333333333334,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,575.0,,,,,,,,,,
Xianyang,1.0,1.5,3.0,4.0,4.0,5.0,5.0,5.5,8.0,9.0,9.0,10.333333333333334,15.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,17.0,17.0,17.0,,17.0,,17.0,17.0,17.0,,,,17.0,17.0,17.0,,17.0,17.0,,,17.0,17.0,17.0,,,,,,17.0,,17.0,17.0,,17.0,,,,,17.0,,,,17.0,,17.0,,,,17.0,17.0,,,17.0,,,17.0,,,17.0,17.0,17.0,17.0,,17.0,17.0
Xiaogan,22.0,24.66666666666667,50.16666666666666,91.8181818181818,173.0,274.0,345.42857142857144,541.0,628.0,749.0,918.0,1120.0,1462.0,1850.666666666667,2141.0,2313.0,2420.625,2541.0,2642.0,2751.0,2856.4285714285716,3009.0,3114.0,3201.0,3263.4,3320.0,3342.1538461538457,3329.0,3343.5714285714284,3410.555555555556,3441.0,3457.666666666666,3482.0,3498.625,3516.0,3517.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,3518.0,,,,,,,,,,
Xicheng District,,,,,,,,15.0,17.0,18.666666666666668,25.555555555555557,28.0,29.0,32.75,35.6,37.0,37.8,39.0,39.0,43.0,45.0,46.0,46.0,46.0,46.0,47.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,,53.0,53.0,53.0,53.0,53.0,53.0,53.0,,53.0,53.0,,53.0,53.0,,53.0,53.0,53.0,53.0,53.0
Xingtai,,,,1.0,2.0,3.0,5.0,7.0,10.0,10.0,14.0,16.0,16.0,19.0,19.857142857142858,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,23.0,23.0,,,,,,,,,23.0,23.0,,,,,,,23.0,,23.0,23.0,23.0,,23.0,,23.0,,23.0,,,,,23.0,,23.0,23.0,,,23.0,,,,,23.0,,,,,,,,,,23.0,,
Xining,,1.0,,3.6666666666666665,,,6.0,8.0,9.0,9.0,12.0,12.0,14.0,15.0,,,,,15.0,15.0,15.0,,15.0,,,15.0,15.0,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinxiang,,1.0,2.5,3.6666666666666665,6.0,7.0,11.0,15.0,21.0,21.0,26.66666666666667,33.0,39.0,41.0,41.0,43.0,44.0,46.0,48.0,53.0,53.91666666666666,55.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,,,57.0,57.0,,57.0,,,,,,,,,57.0,,,57.0,,57.0,57.0,,,,,,,,57.0,,,,,,57.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,
Xinyang,1.0,4.2,17.5,22.5,29.0,32.0,42.0,49.0,70.0,88.0,99.0,112.0,138.0,164.0,176.0,192.0,205.0,220.0,228.0,231.0,239.25,243.0,252.0,261.0,262.0,266.0,268.0,268.9,270.0,273.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,,,274.0,274.0,,274.0,,,,,,,,,274.0,,,274.0,,274.0,274.0,,,,,,,,274.0,,,,,,274.0,,274.0,,,,,,,,,,,,,,,,,,,,,,,
Xinyu,1.0,1.0,1.0,2.5,3.0,11.0,11.0,28.0,40.0,43.0,50.0,59.0,66.5,78.0,87.0,95.0,100.0,105.0,110.0,113.5,119.66666666666669,124.0,127.0,129.0,129.0,129.0,129.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,,,,,,,,,,130.0,130.0,,,,,,130.0,130.0,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinzhou,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,7.0,7.0,7.0,7.0,7.0,,,,,,,,,,,7.0,,7.0,,,7.0,,,7.0,,,,7.0,,,7.0,7.0,7.0,7.0,,7.0,,7.0,7.0,7.0,,,,7.0,,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Xiqing District,,,1.0,1.0,1.3333333333333333,2.0,2.0,2.0,2.0,2.0,2.125,3.0,3.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,,,,4.0,4.0,,4.0,,,4.0,,,,,4.0,,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,,4.0,4.0,4.0,4.0,,,4.0,,4.0,4.0,4.0,,,,
Xishuangbanna,,,1.0,1.0,6.0,8.0,10.0,11.666666666666664,12.0,12.0,13.0,13.0,14.5,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,15.0,,,,,,,,,15.0,15.0,15.0,,,,,,,,,15.0,15.0,,,,15.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,15.0,15.0,,15.0,,15.0,,,,,15.0,15.0,15.0,,,,,,,,,,,
Xiushan Tujia and Miao Autonomous County,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Xuancheng,,,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
Xuchang,,,,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,39.0,39.0,,39.0,,,,,,,,,39.0,,,39.0,,39.0,39.0,,,,,,,,39.0,,,,,,39.0,,39.0,,,,,,,,,,,,,,,,,,,,,,,
Xuhui District,,,,3.0,3.0,4.142857142857143,5.0,5.0,6.2,7.0,8.333333333333334,11.0,12.0,14.0,15.333333333333336,16.0,16.0,16.0,16.0,16.4,17.0,17.0,17.8,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,18.0,18.0,,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,18.0,18.0,18.0,,18.0
Xuzhou,,,,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,42.42857142857143,45.0,49.0,52.0,56.0,60.0,63.0,66.0,70.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,,79.0,79.0,,79.0,,,,,,,79.0,79.0,79.0,79.0,79.0,79.0,,79.0,79.0,79.0,,79.0,79.0,,79.0,,,,,79.0,79.0,79.0,,79.0,79.0,,79.0,,,,79.0,79.0,,79.0,,,,,79.0,79.0,79.0,,,,,,79.0
Ya'an,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.875,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,7.0,7.0,,7.0,,7.0,7.0,,7.0,7.0,,,7.0,7.0,7.0,,,,,,,,,,,,,
Yan'an,1.0,1.0,1.0,1.5,2.0,2.5,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.857142857142858,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,,8.0,8.0,8.0,,,,8.0,8.0,8.0,,8.0,8.0,,,8.0,8.0,8.0,,,,,,8.0,,8.0,8.0,,8.0,,,,,8.0,,,,8.0,,8.0,,,,8.0,8.0,,,8.0,,,8.0,,,8.0,8.0,8.0,8.0,,8.0,8.0
