DateTime,0,27,1,5,22,13
2003-06-28 16:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-06-29 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-06-30 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-02 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-04 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-05 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-08 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-10 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-12 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-13 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-15 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-16 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-17 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-27 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-07-30 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-08-02 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-08-13 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-08-14 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-08-15 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
2003-08-16 10:00,10654.0,5327.0,2521.0,1512.0,448.0,282.0
province,All,all,Beijing,Guangdong,Shanxi,Inner Mongolia
